,Player,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All Star
126,Robert Covington,SF,24,70,1956,14.7,0.5539999999999999,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,1.6,2.3,4.0,0.09699999999999999,0.3,0.4,0.7,1.3,0
127,Allen Crabbe,SG,22,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.08800000000000001,-2.4,1.5,-0.8,0.2,0
128,Jamal Crawford,SG,34,64,1703,16.6,0.532,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,2.5,1.2,3.6,0.102,1.9,-1.2,0.7,1.2,0
129,Jae Crowder,SF,24,82,1647,13.9,0.517,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,1.9,2.0,3.9,0.113,-0.2,0.7,0.5,1.0,0
130,Jae Crowder,SF,24,25,265,12.7,0.55,0.5,0.145,5.0,7.1,6.0,6.5,2.9,1.5,11.0,15.3,0.3,0.3,0.5,0.098,-0.6,0.5,-0.1,0.1,0
131,Jae Crowder,SF,24,57,1382,14.1,0.512,0.36200000000000004,0.27699999999999997,4.7,16.4,10.5,9.0,2.1,1.1,6.9,17.9,1.6,1.8,3.3,0.11599999999999999,-0.2,0.8,0.6,0.9,0
132,Dante Cunningham,PF,27,66,1652,8.9,0.473,0.028999999999999998,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,0.047,-2.8,0.4,-2.5,-0.2,0
133,Jared Cunningham,SG,23,19,89,7.3,0.452,0.39399999999999996,0.39399999999999996,1.3,9.9,5.7,16.4,1.7,0.0,15.3,23.2,-0.1,0.1,0.0,-0.023,-6.1,-2.0,-8.1,-0.1,0
134,Seth Curry,PG,24,2,8,-11.4,0.0,0.33299999999999996,0.0,0.0,27.7,13.7,15.6,0.0,0.0,0.0,16.5,-0.1,0.0,0.0,-0.298,-20.1,-3.0,-23.1,0.0,0
135,Stephen Curry,PG,26,80,2613,28.0,0.638,0.48200000000000004,0.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,11.5,4.1,15.7,0.28800000000000003,8.2,1.7,9.9,7.9,1
136,Samuel Dalembert,C,33,32,544,11.8,0.461,0.0,0.154,10.9,25.1,17.8,8.6,1.4,6.3,21.9,15.0,-0.4,0.7,0.3,0.023,-3.8,0.7,-3.1,-0.1,0
137,Troy Daniels,SG,23,47,397,9.6,0.515,0.715,0.079,2.2,7.2,4.7,9.2,0.8,0.2,10.5,21.3,0.1,0.1,0.2,0.022000000000000002,-0.8,-2.4,-3.2,-0.1,0
138,Troy Daniels,SG,23,17,108,4.5,0.47200000000000003,0.915,0.085,0.0,6.1,3.1,5.9,0.0,0.0,9.3,21.6,-0.1,0.0,0.0,-0.013000000000000001,-3.3,-3.1,-6.4,-0.1,0
139,Troy Daniels,SG,23,19,154,7.4,0.44299999999999995,0.6609999999999999,0.034,4.3,10.0,7.1,13.4,1.0,0.0,11.8,19.4,-0.1,0.0,-0.1,-0.038,-2.6,-3.2,-5.8,-0.1,0
140,Troy Daniels,SG,23,11,135,16.1,0.62,0.61,0.11900000000000001,1.6,5.0,3.3,7.0,1.1,0.6,10.1,23.3,0.2,0.1,0.3,0.11900000000000001,3.1,-1.0,2.2,0.1,0
141,Gigi Datome,SF,27,21,209,15.1,0.5870000000000001,0.449,0.011000000000000001,1.5,13.9,7.6,7.6,0.5,2.6,9.1,20.7,0.2,0.2,0.4,0.095,1.8,-0.6,1.2,0.2,0
142,Gigi Datome,SF,27,3,17,16.7,0.45799999999999996,0.33299999999999996,0.0,6.2,20.0,12.8,24.9,3.0,0.0,14.3,36.5,0.0,0.0,0.0,-0.033,0.3,0.0,0.3,0.0,0
143,Gigi Datome,SF,27,18,192,14.9,0.607,0.46799999999999997,0.013000000000000001,1.1,13.3,7.1,6.0,0.3,2.8,8.3,19.3,0.3,0.2,0.4,0.106,1.9,-0.7,1.3,0.2,0
144,Brandon Davies,PF,23,27,423,10.5,0.46299999999999997,0.248,0.27,9.4,12.1,10.7,12.4,2.1,1.3,15.9,18.9,-0.2,0.4,0.2,0.027999999999999997,-3.9,-0.6,-4.5,-0.3,0
145,Brandon Davies,PF,23,20,379,10.7,0.47200000000000003,0.252,0.27699999999999997,9.5,11.4,10.4,13.0,2.2,0.9,15.8,18.2,-0.1,0.4,0.3,0.039,-3.6,-0.5,-4.1,-0.2,0
146,Brandon Davies,PF,23,7,44,8.5,0.405,0.222,0.222,7.7,17.8,12.7,7.2,1.2,5.5,16.8,24.6,-0.1,0.1,-0.1,-0.069,-6.5,-0.9,-7.4,-0.1,0
147,Anthony Davis,PF,21,68,2455,30.8,0.591,0.01,0.384,8.0,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,14.0,0.27399999999999997,6.6,2.3,8.9,6.7,1
148,Ed Davis,PF,25,79,1840,20.0,0.594,0.0,0.40299999999999997,13.3,23.1,18.0,8.3,1.4,4.3,9.5,14.8,4.6,1.6,6.3,0.16399999999999998,1.4,0.1,1.5,1.6,0
149,Glen Davis,PF,29,74,904,10.8,0.495,0.016,0.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,0.2,1.1,1.4,0.07200000000000001,-3.9,0.8,-3.1,-0.3,0
150,Andre Dawkins,SG,23,4,22,-5.0,0.25,1.0,0.0,0.0,10.7,5.5,6.6,0.0,0.0,14.3,15.0,-0.1,0.0,-0.1,-0.172,-9.0,-3.8,-12.8,-0.1,0
151,Austin Daye,SF,26,34,344,8.2,0.449,0.504,0.043,3.4,21.0,12.4,7.5,1.8,1.1,13.8,22.1,-0.6,0.5,0.0,-0.001,-3.9,-0.3,-4.2,-0.2,0
152,Austin Daye,SF,26,26,268,7.1,0.441,0.496,0.035,2.6,22.8,12.9,5.1,1.5,0.8,13.4,22.9,-0.5,0.4,-0.1,-0.021,-4.6,-0.6,-5.2,-0.2,0
153,Austin Daye,SF,26,8,76,12.1,0.484,0.5379999999999999,0.077,6.2,14.6,10.5,16.0,2.7,2.2,15.7,19.2,0.0,0.1,0.1,0.068,-1.3,0.8,-0.5,0.0,0
154,Dewayne Dedmon,C,25,59,845,13.3,0.568,0.006,0.395,15.5,24.1,19.7,1.6,1.0,4.8,21.1,13.0,0.7,1.0,1.7,0.099,-3.3,-0.2,-3.5,-0.3,0
155,Matthew Dellavedova,SG,24,67,1380,8.5,0.493,0.544,0.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,1.4,0.5,1.9,0.067,-2.0,-0.8,-2.8,-0.3,0
156,Luol Deng,SF,29,72,2421,15.5,0.561,0.28,0.319,5.2,13.3,9.3,9.9,1.4,0.8,10.7,19.5,3.7,1.6,5.4,0.106,1.1,-1.1,0.0,1.2,0
157,DeMar DeRozan,SG,25,60,2100,17.4,0.51,0.08900000000000001,0.43799999999999994,2.3,12.9,7.6,17.0,1.8,0.4,10.4,28.4,2.6,1.4,4.0,0.09,0.5,-1.4,-0.9,0.6,0
158,Boris Diaw,PF,32,81,1984,12.7,0.526,0.267,0.147,4.5,15.2,10.0,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,0.08800000000000001,-0.6,0.2,-0.4,0.8,0
159,Gorgui Dieng,C,25,73,2193,17.2,0.573,0.012,0.47700000000000004,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,3.4,1.5,4.9,0.10800000000000001,-0.1,0.3,0.2,1.2,0
160,Spencer Dinwiddie,PG,21,34,455,10.2,0.39399999999999996,0.385,0.201,0.9,10.9,5.7,34.9,2.2,1.0,15.2,21.1,-0.3,0.4,0.1,0.009000000000000001,-3.0,0.2,-2.8,-0.1,0
161,Joey Dorsey,PF,31,69,854,11.1,0.507,0.006999999999999999,0.5720000000000001,13.3,22.7,18.0,4.4,2.3,2.3,18.4,11.3,0.4,1.5,1.9,0.10800000000000001,-3.8,0.7,-3.1,-0.2,0
162,Toney Douglas,SG,28,12,177,11.2,0.45,0.353,0.255,1.3,12.8,7.1,20.0,3.3,1.7,15.0,17.2,0.0,0.2,0.2,0.046,-3.5,1.7,-1.7,0.0,0
163,Chris Douglas-Roberts,SG,28,12,103,3.3,0.387,0.33299999999999996,0.381,1.1,11.8,6.6,5.0,0.5,0.0,0.0,10.7,0.0,0.1,0.0,0.02,-5.6,-1.2,-6.8,-0.1,0
164,Goran Dragić,SG-PG,28,78,2640,17.4,0.5770000000000001,0.258,0.23399999999999999,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,5.4,1.4,6.8,0.12300000000000001,1.6,-0.8,0.8,1.8,0
165,Goran Dragić,SG,28,52,1735,16.7,0.573,0.27399999999999997,0.191,3.2,8.5,5.8,20.2,1.4,0.4,13.4,21.5,3.1,0.9,4.0,0.111,1.1,-1.0,0.1,0.9,0
166,Goran Dragić,PG,28,26,905,18.8,0.586,0.226,0.322,4.1,7.7,5.9,27.8,1.6,0.6,13.8,22.2,2.3,0.5,2.8,0.146,2.5,-0.4,2.1,0.9,0
167,Zoran Dragić,SG,25,16,75,8.2,0.435,0.467,0.16699999999999998,7.8,4.6,6.2,11.2,1.4,0.0,13.4,22.9,-0.1,0.0,-0.1,-0.042,-4.1,-3.6,-7.7,-0.1,0
168,Zoran Dragić,SG,25,6,13,9.1,0.322,0.625,0.375,16.7,8.5,12.6,11.9,0.0,0.0,0.0,31.5,0.0,0.0,0.0,-0.077,-4.1,-5.7,-9.9,0.0,0
169,Zoran Dragić,SG,25,10,62,8.0,0.48100000000000004,0.409,0.091,5.9,3.8,4.8,11.0,1.7,0.0,17.9,21.1,-0.1,0.0,0.0,-0.035,-4.1,-3.1,-7.2,-0.1,0
170,Larry Drew II,PG,24,12,219,4.5,0.38799999999999996,0.44799999999999995,0.052000000000000005,0.5,7.3,3.7,33.9,1.4,0.0,29.6,16.8,-0.5,0.1,-0.4,-0.087,-7.1,-2.8,-9.9,-0.4,0
171,Andre Drummond,C,21,82,2502,21.4,0.504,0.002,0.38,18.3,30.1,24.0,3.9,1.5,4.8,9.7,22.0,3.4,4.3,7.7,0.147,0.6,-0.7,-0.1,1.2,0
172,Jared Dudley,SG,29,72,1717,12.3,0.5720000000000001,0.45399999999999996,0.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,2.0,2.1,4.1,0.11599999999999999,-0.5,1.0,0.6,1.1,0
173,Tim Duncan*,C,38,77,2227,22.6,0.56,0.009000000000000001,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,4.9,4.7,9.6,0.207,2.3,2.8,5.1,4.0,0
174,Mike Dunleavy,SF,34,63,1838,11.6,0.573,0.547,0.18100000000000002,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,2.4,1.7,4.1,0.10800000000000001,-0.3,0.2,0.0,0.9,0
175,Kevin Durant,SF,26,27,913,27.6,0.633,0.34,0.366,1.9,18.7,10.4,22.2,1.3,2.2,12.0,29.1,3.8,1.0,4.8,0.252,8.6,1.4,10.0,2.8,1
176,Cleanthony Early,SF,23,39,647,8.4,0.447,0.39299999999999996,0.22399999999999998,3.8,13.8,8.7,9.1,2.0,1.5,14.5,19.6,-0.8,0.4,-0.4,-0.03,-3.7,-1.5,-5.2,-0.5,0
177,Wayne Ellington,SG,27,65,1675,11.6,0.504,0.39399999999999996,0.10400000000000001,2.0,12.3,6.9,10.2,1.0,0.1,7.2,18.5,1.1,0.1,1.2,0.034,-0.5,-1.8,-2.3,-0.1,0
178,Monta Ellis,SG,29,80,2699,16.5,0.509,0.21,0.22399999999999998,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,1.4,2.2,3.6,0.065,0.0,-0.1,-0.1,1.3,0
179,James Ennis,SF,24,62,1051,11.5,0.541,0.385,0.381,6.0,14.0,10.1,7.2,1.3,1.4,11.9,14.6,1.2,0.8,1.9,0.08800000000000001,-1.0,-0.5,-1.5,0.1,0
180,Tyler Ennis,PG,20,33,411,7.3,0.41100000000000003,0.299,0.049,1.9,7.7,4.8,27.3,2.2,1.0,22.2,20.6,-0.8,0.5,-0.3,-0.04,-4.1,-0.2,-4.3,-0.2,0
181,Tyler Ennis,PG,20,8,58,12.0,0.503,0.28600000000000003,0.095,1.9,11.4,6.6,37.5,0.0,2.6,26.8,22.6,0.0,0.0,0.0,-0.005,0.3,-2.1,-1.8,0.0,0
182,Tyler Ennis,PG,20,25,353,6.6,0.395,0.301,0.040999999999999995,2.0,7.1,4.5,25.6,2.6,0.7,21.4,20.3,-0.8,0.4,-0.3,-0.046,-4.8,0.1,-4.8,-0.2,0
183,Jeremy Evans,SF,27,38,266,20.5,0.636,0.086,0.5,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,0.9,0.4,1.3,0.24100000000000002,2.0,2.1,4.2,0.4,0
184,Reggie Evans,PF,34,47,764,11.7,0.49,0.015,0.708,14.9,29.0,22.2,6.1,1.4,0.5,20.0,13.0,0.4,0.8,1.2,0.07400000000000001,-1.6,-0.8,-2.4,-0.1,0
185,Tyreke Evans,SG,25,79,2690,17.7,0.508,0.195,0.25,3.5,14.1,8.8,32.7,2.0,1.0,16.0,26.1,2.4,2.2,4.6,0.08199999999999999,1.4,-0.2,1.2,2.2,0
186,Dante Exum,PG,19,82,1817,5.7,0.457,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1.0,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1,0
187,Festus Ezeli,C,25,46,504,16.2,0.58,0.0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,0.8,0.9,1.7,0.159,-2.2,0.3,-1.8,0.0,0
188,Kenneth Faried,PF,25,75,2086,18.4,0.5479999999999999,0.011000000000000001,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12.0,20.3,3.5,2.1,5.6,0.13,0.6,-0.7,-0.1,1.0,0
189,Jordan Farmar,PG,28,36,529,9.9,0.513,0.614,0.07,1.7,7.1,4.5,18.0,1.9,0.8,16.4,16.6,0.2,0.4,0.6,0.053,-1.2,-0.1,-1.4,0.1,0
190,Derrick Favors,PF,23,74,2280,21.8,0.5579999999999999,0.006999999999999999,0.36200000000000004,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,5.0,3.3,8.3,0.175,1.9,0.6,2.5,2.6,0
191,Raymond Felton,PG,30,29,281,12.4,0.48,0.321,0.142,0.8,9.4,5.1,21.9,2.0,1.2,13.8,20.7,0.0,0.2,0.2,0.039,-1.3,-0.2,-1.4,0.0,0
192,Landry Fields,SF,26,26,216,10.8,0.527,0.049,0.146,5.3,8.5,6.9,10.1,2.6,0.0,15.5,10.8,0.2,0.1,0.3,0.07200000000000001,-1.4,1.2,-0.1,0.1,0
193,Evan Fournier,SG,22,58,1661,12.4,0.546,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,1.5,0.6,2.1,0.059000000000000004,-0.5,-1.3,-1.8,0.1,0
194,Randy Foye,SG,31,50,1087,11.0,0.51,0.654,0.13699999999999998,0.9,7.8,4.2,17.0,1.6,0.8,12.3,19.3,0.6,0.4,1.0,0.045,-0.3,-0.9,-1.2,0.2,0
195,Jamaal Franklin,SG,23,3,13,4.9,0.75,1.0,0.0,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,0.0,0.0,0.0,-0.063,-3.8,-1.8,-5.6,0.0,0
196,Tim Frazier,PG,24,11,239,8.1,0.406,0.27899999999999997,0.344,2.6,10.2,6.3,39.4,1.7,0.0,26.2,17.5,-0.3,0.2,-0.1,-0.017,-4.5,-0.7,-5.2,-0.2,0
197,Tim Frazier,PG,24,6,171,5.9,0.34299999999999997,0.256,0.349,2.4,10.0,6.0,40.4,1.8,0.0,26.6,17.2,-0.4,0.1,-0.3,-0.071,-5.6,-1.3,-6.9,-0.2,0
198,Tim Frazier,PG,24,5,68,13.7,0.557,0.33299999999999996,0.33299999999999996,3.2,10.8,7.1,36.7,1.5,0.0,25.3,18.2,0.1,0.1,0.2,0.11900000000000001,-1.8,1.0,-0.8,0.0,0
199,Jimmer Fredette,PG,25,50,509,9.8,0.479,0.289,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,0.0,0.2,0.2,0.021,-3.6,-1.2,-4.7,-0.4,0
200,Joel Freeland,C,27,48,617,12.2,0.522,0.0,0.166,11.0,21.9,16.6,3.8,0.7,2.7,12.4,13.4,0.6,0.9,1.6,0.122,-3.0,0.4,-2.6,-0.1,0
201,Channing Frye,PF,31,75,1870,9.5,0.546,0.71,0.07200000000000001,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,0.053,-1.5,-0.1,-1.5,0.2,0
202,Danilo Gallinari,SF,26,59,1426,16.8,0.563,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,3.0,1.0,3.9,0.132,2.6,-0.2,2.4,1.6,0
203,Langston Galloway,PG,23,45,1457,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1,0
204,Francisco García,SF,33,14,200,3.6,0.34700000000000003,0.7140000000000001,0.063,1.7,7.7,4.7,11.0,2.2,1.9,13.4,16.2,-0.4,0.2,-0.2,-0.044000000000000004,-4.9,0.7,-4.2,-0.1,0
205,Kevin Garnett*,PF,38,47,952,15.2,0.496,0.023,0.147,5.7,31.1,18.3,13.1,2.5,1.4,12.4,17.8,0.4,1.5,1.9,0.096,-1.2,1.9,0.7,0.7,0
206,Kevin Garnett*,PF,38,42,854,14.8,0.486,0.022000000000000002,0.149,6.1,31.3,18.7,13.0,2.5,1.2,13.3,18.1,0.2,1.4,1.6,0.08900000000000001,-1.4,1.7,0.3,0.5,0
207,Kevin Garnett*,PF,38,5,98,19.3,0.58,0.032,0.129,2.3,28.9,15.2,14.3,2.6,3.2,3.0,15.2,0.2,0.1,0.3,0.161,0.8,3.5,4.3,0.2,0
208,Marc Gasol,C,30,81,2687,21.7,0.5579999999999999,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,5.5,4.7,10.2,0.182,2.7,2.4,5.1,4.8,1
209,Pau Gasol,PF,34,78,2681,22.7,0.55,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4.0,10.7,24.7,6.0,4.4,10.4,0.187,2.9,0.6,3.5,3.7,1
210,Rudy Gay,SF,28,68,2408,19.7,0.556,0.19699999999999998,0.35200000000000004,4.8,13.7,9.4,19.0,1.5,1.3,12.4,27.0,4.8,1.3,6.1,0.122,3.4,-0.7,2.7,2.9,0
211,Alonzo Gee,SF,27,54,662,13.0,0.5479999999999999,0.188,0.414,5.9,9.5,7.7,5.8,2.7,0.8,13.0,16.7,0.6,0.6,1.2,0.086,-1.3,0.7,-0.6,0.2,0
212,Alonzo Gee,SF,27,39,511,14.0,0.574,0.175,0.474,5.9,9.0,7.4,5.7,2.7,0.9,13.1,16.1,0.7,0.4,1.1,0.1,-0.5,0.7,0.2,0.3,0
213,Alonzo Gee,SF,27,15,151,9.7,0.47,0.22399999999999998,0.245,5.8,11.1,8.5,6.0,2.4,0.5,12.8,18.5,-0.1,0.2,0.1,0.039,-3.8,0.6,-3.2,0.0,0
214,Paul George,SF,24,6,91,13.0,0.4920000000000001,0.449,0.22399999999999998,4.9,21.7,13.4,11.8,2.8,0.9,18.2,32.8,-0.2,0.2,0.0,-0.008,-2.3,0.1,-2.2,0.0,0
215,Taj Gibson,PF,29,62,1692,16.1,0.545,0.0,0.364,10.7,14.6,12.7,6.9,1.1,3.2,11.6,17.6,2.7,2.1,4.8,0.13699999999999998,-0.5,0.1,-0.4,0.7,0
216,Manu Ginóbili,SG,37,70,1587,16.2,0.544,0.43799999999999994,0.34600000000000003,2.0,12.8,7.5,28.6,2.2,0.9,18.5,23.9,1.4,2.3,3.7,0.111,0.9,0.9,1.7,1.5,0
217,Rudy Gobert,C,22,82,2158,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7.0,16.9,14.0,5.0,4.3,9.3,0.20600000000000002,1.7,2.5,4.2,3.4,0
218,Drew Gooden,PF,33,51,864,11.9,0.469,0.214,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17.0,0.5,1.2,1.7,0.094,-1.5,0.1,-1.4,0.1,0
219,Archie Goodwin,SG,20,41,535,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.013999999999999999,-2.8,-0.6,-3.4,-0.2,0
220,Aaron Gordon,PF,19,47,797,11.4,0.517,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1.0,0.06,-2.6,-0.1,-2.7,-0.2,0
221,Ben Gordon,SG,31,56,790,10.6,0.5379999999999999,0.32899999999999996,0.22699999999999998,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,0.1,0.2,0.3,0.015,-2.0,-2.2,-4.2,-0.4,0
222,Drew Gordon,PF,24,9,71,3.7,0.428,0.158,0.105,10.2,17.7,13.7,4.8,0.7,0.0,28.7,17.1,-0.2,0.1,-0.1,-0.09300000000000001,-7.1,-2.4,-9.5,-0.1,0
223,Eric Gordon,SG,26,61,2018,12.7,0.544,0.45399999999999996,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,2.2,0.7,2.9,0.069,0.2,-1.2,-1.0,0.5,0
224,Marcin Gortat,C,30,82,2453,18.2,0.5870000000000001,0.004,0.226,8.5,24.1,16.5,6.5,1.0,3.6,10.5,17.6,4.4,4.2,8.6,0.168,0.6,0.9,1.5,2.1,0
225,Danny Granger,SF,31,30,613,8.6,0.527,0.519,0.228,4.0,11.5,7.8,4.4,1.1,0.8,11.9,15.5,0.2,0.3,0.6,0.046,-2.5,-1.3,-3.9,-0.3,0
226,Jerami Grant,SF,20,65,1377,8.7,0.47,0.44299999999999995,0.5479999999999999,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5,0
227,Danny Green,SG,27,81,2312,16.5,0.596,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,4.0,3.9,7.8,0.163,2.6,2.0,4.6,3.8,0
228,Draymond Green,PF,24,79,2490,16.4,0.54,0.43,0.261,5.1,22.4,14.0,16.1,2.4,2.9,13.5,17.2,3.3,5.2,8.5,0.163,0.7,2.8,3.5,3.5,0
229,Erick Green,PG,23,43,410,8.9,0.436,0.29,0.07400000000000001,1.8,6.6,4.1,15.1,1.5,0.0,7.7,19.1,-0.1,0.1,0.0,0.0,-3.0,-1.3,-4.3,-0.2,0
230,Gerald Green,SG,29,74,1446,15.4,0.532,0.4970000000000001,0.154,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,1.0,1.0,1.9,0.065,1.2,-1.5,-0.3,0.6,0
231,JaMychal Green,PF,24,24,164,14.9,0.603,0.128,0.213,13.3,18.0,15.7,4.0,1.6,2.4,21.4,18.3,0.1,0.3,0.4,0.11900000000000001,-1.9,0.6,-1.3,0.0,0
232,JaMychal Green,PF,24,4,25,9.9,0.5710000000000001,0.28600000000000003,0.0,13.9,13.4,13.6,0.0,0.0,6.0,22.2,16.4,0.0,0.0,0.0,0.071,-5.3,1.1,-4.2,0.0,0
233,JaMychal Green,PF,24,20,139,15.8,0.608,0.1,0.25,13.2,18.8,16.0,4.7,1.9,1.8,21.3,18.6,0.1,0.2,0.4,0.127,-1.2,0.5,-0.7,0.0,0
234,Jeff Green,SF,28,78,2454,14.4,0.534,0.302,0.297,2.9,12.1,7.5,8.8,1.1,1.1,9.0,21.9,2.7,2.4,5.2,0.10099999999999999,0.5,-0.7,-0.2,1.2,0
235,Jeff Green,SF,28,33,1093,14.6,0.539,0.324,0.303,2.1,12.2,7.1,7.9,1.2,0.9,9.4,23.8,1.0,1.0,2.0,0.08900000000000001,0.2,-1.3,-1.1,0.3,0
236,Jeff Green,SF,28,45,1361,14.2,0.53,0.28,0.29100000000000004,3.6,12.0,7.8,9.5,1.0,1.3,8.6,20.5,1.7,1.5,3.1,0.111,0.8,-0.2,0.6,0.9,0
237,Willie Green,SG,33,52,951,7.9,0.47700000000000004,0.395,0.111,1.6,7.9,4.7,10.9,1.4,0.4,13.0,17.6,-0.4,0.4,-0.1,-0.003,-3.2,-1.0,-4.2,-0.5,0
238,Blake Griffin,PF,25,67,2356,22.8,0.551,0.022000000000000002,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,6.6,2.4,9.0,0.183,3.8,0.2,4.0,3.6,0
239,Jorge Gutiérrez,PG,26,20,175,11.0,0.5670000000000001,0.073,0.317,3.3,12.9,8.1,19.6,1.8,0.0,20.4,15.2,0.1,0.2,0.3,0.08800000000000001,-4.5,1.0,-3.5,-0.1,0
240,Jorge Gutiérrez,PG,26,10,44,10.9,0.522,0.071,0.214,0.0,17.8,8.9,26.0,1.2,0.0,16.4,19.0,0.0,0.0,0.1,0.059000000000000004,-5.3,1.6,-3.7,0.0,0
241,Jorge Gutiérrez,PG,26,10,131,11.1,0.589,0.07400000000000001,0.37,4.4,11.3,7.9,17.4,1.9,0.0,22.3,13.9,0.1,0.2,0.3,0.098,-4.2,0.8,-3.4,0.0,0
242,P.J. Hairston,SG,22,45,687,9.0,0.446,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,-0.5,0.8,0.3,0.022000000000000002,-2.6,-0.2,-2.9,-0.1,0
243,Jordan Hamilton,SF,24,14,122,8.3,0.5429999999999999,0.6,0.0,1.9,12.7,7.4,8.2,0.8,0.0,10.3,14.4,0.1,0.1,0.1,0.059000000000000004,-1.7,-0.7,-2.4,0.0,0
244,Justin Hamilton,C,24,41,712,14.6,0.551,0.174,0.264,9.3,12.7,11.0,8.1,2.0,3.4,11.6,14.2,1.0,0.5,1.5,0.102,-0.5,-0.4,-0.8,0.2,0
245,Justin Hamilton,C,24,24,289,9.7,0.485,0.292,0.10800000000000001,10.2,9.8,10.0,6.5,1.5,1.5,10.5,12.4,0.2,0.2,0.4,0.069,-2.0,-1.2,-3.2,-0.1,0
246,Justin Hamilton,C,24,17,423,18.0,0.586,0.106,0.354,8.7,14.8,11.6,9.2,2.3,4.6,12.1,15.5,0.8,0.3,1.1,0.125,0.6,0.2,0.7,0.3,0
247,Tyler Hansbrough,PF,29,74,1058,13.3,0.597,0.042,0.8420000000000001,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,2.6,0.9,3.4,0.156,-0.7,-0.6,-1.3,0.2,0
248,Tim Hardaway Jr.,SG,22,70,1681,12.1,0.512,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0.0,0.8,0.023,0.2,-3.0,-2.8,-0.3,0
249,James Harden,SG,25,81,2981,26.7,0.605,0.37799999999999995,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,12.2,4.2,16.4,0.265,7.0,1.8,8.8,8.1,0
250,Maurice Harkless,SF,21,45,674,8.4,0.449,0.354,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,-0.3,0.6,0.3,0.021,-3.8,0.2,-3.6,-0.3,0
251,Devin Harris,PG,31,76,1685,14.8,0.5589999999999999,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,0.12,0.6,0.8,1.4,1.4,0
