,Player,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All Star
264,Kyrie Irving,PG,24,72,2525,23.0,0.58,0.311,0.231,2.3,7.5,5.0,29.7,1.6,0.8,10.3,30.8,7.4,1.5,8.9,0.17,4.7,-1.3,3.4,3.4,1
265,Jarrett Jack,PG,33,2,33,7.7,0.773,0.33299999999999996,0.667,0.0,0.0,0.0,20.3,3.0,0.0,43.6,9.2,0.0,0.0,0.0,0.06,-4.8,3.4,-1.4,0.0,0
266,Demetrius Jackson,PG,22,5,17,30.8,0.753,0.25,1.5,13.2,13.0,13.1,28.2,0.0,0.0,0.0,17.3,0.1,0.0,0.1,0.386,9.7,0.1,9.8,0.1,0
267,Pierre Jackson,PG,25,8,84,13.0,0.41600000000000004,0.282,0.179,1.3,11.6,6.2,38.0,1.2,0.0,6.7,25.3,0.0,0.1,0.0,0.021,-2.7,-1.7,-4.4,-0.1,0
268,Reggie Jackson,PG,26,52,1424,14.9,0.51,0.272,0.201,1.5,7.4,4.4,30.3,1.2,0.3,13.4,26.4,0.8,1.2,1.9,0.065,0.4,-1.4,-1.0,0.4,0
269,LeBron James,SF,32,74,2794,27.0,0.619,0.254,0.395,4.0,20.7,12.6,41.3,1.6,1.3,16.1,30.0,9.8,3.0,12.9,0.221,6.4,1.2,7.6,6.7,1
270,Al Jefferson,C,32,66,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11.0,1.0,1.5,6.1,26.1,1.2,1.1,2.3,0.11900000000000001,-0.3,-1.1,-1.4,0.1,0
271,Richard Jefferson,SF,36,79,1614,8.3,0.574,0.542,0.315,2.0,11.6,6.9,6.6,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-2.5,-0.6,-3.1,-0.4,0
272,John Jenkins,SG,25,4,13,17.3,0.595,0.4,0.4,0.0,8.6,4.2,11.5,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.16699999999999998,4.3,-2.1,2.2,0.0,0
273,Brandon Jennings,PG,27,81,1802,12.1,0.479,0.47100000000000003,0.284,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,0.7,1.0,1.7,0.046,-1.2,-1.2,-2.4,-0.2,0
274,Brandon Jennings,PG,27,58,1428,12.7,0.508,0.466,0.315,1.6,9.9,5.7,28.6,1.9,0.2,17.8,18.1,0.8,0.7,1.5,0.052000000000000005,-0.8,-1.2,-2.0,0.0,0
275,Brandon Jennings,PG,27,23,374,9.7,0.35700000000000004,0.491,0.16,2.4,10.8,6.6,37.2,2.0,0.0,16.2,15.8,-0.1,0.3,0.2,0.025,-2.8,-1.2,-4.0,-0.2,0
276,Jonas Jerebko,PF,29,78,1232,9.3,0.537,0.496,0.141,5.4,19.1,12.3,8.1,1.0,1.1,12.3,11.4,0.8,1.3,2.1,0.08,-2.3,0.0,-2.4,-0.1,0
277,Amir Johnson,PF,29,80,1608,15.0,0.628,0.17800000000000002,0.27,8.3,17.0,12.7,13.0,1.6,3.2,15.7,13.6,2.9,2.1,5.0,0.149,-0.7,1.3,0.6,1.1,0
278,Brice Johnson,PF,22,3,9,17.2,0.28600000000000003,0.0,0.0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0.0,0.0,-0.165,-6.6,4.5,-2.0,0.0,0
279,James Johnson,PF,29,76,2085,17.0,0.564,0.33299999999999996,0.28,3.5,16.6,10.0,20.9,1.8,3.2,16.5,22.0,1.9,3.2,5.1,0.11699999999999999,1.1,1.7,2.8,2.5,0
280,Joe Johnson,SF,35,78,1843,12.8,0.542,0.41200000000000003,0.12300000000000001,2.1,12.8,7.6,12.6,1.0,0.8,9.5,18.5,1.7,2.1,3.8,0.099,0.4,0.1,0.4,1.1,0
281,Stanley Johnson,SF,20,77,1371,7.2,0.436,0.42200000000000004,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.4,0.012,-4.4,1.4,-3.0,-0.3,0
282,Tyler Johnson,PG,24,73,2178,15.9,0.535,0.303,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,3.1,2.7,5.8,0.128,0.4,1.0,1.4,1.8,0
283,Wesley Johnson,SF,29,68,810,8.4,0.44799999999999995,0.59,0.085,3.7,20.8,12.5,3.9,1.8,3.0,8.0,12.5,-0.3,1.2,0.9,0.051,-3.1,1.1,-2.0,0.0,0
284,Nikola Jokić,C,21,73,2038,26.3,0.64,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,7.7,2.0,9.7,0.228,5.9,1.4,7.3,4.8,0
285,Dahntay Jones,SF,36,1,12,14.7,0.461,0.25,0.5,9.5,8.9,9.2,14.5,0.0,0.0,9.3,39.9,0.0,0.0,0.0,-0.03,-0.4,-4.4,-4.8,0.0,0
286,Damian Jones,C,21,10,85,5.3,0.466,0.0,0.625,12.4,17.0,14.8,0.0,0.6,3.7,22.7,13.4,-0.1,0.1,0.0,0.018000000000000002,-7.7,-1.9,-9.7,-0.2,0
287,Derrick Jones Jr.,SF,19,32,545,12.0,0.604,0.091,0.33899999999999997,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-1.6,-0.7,-2.3,0.0,0
288,James Jones,SF,36,48,381,11.1,0.655,0.7170000000000001,0.217,0.9,9.5,5.4,5.2,0.8,2.1,9.0,13.0,0.6,0.2,0.8,0.102,-0.1,-0.3,-0.3,0.2,0
289,Terrence Jones,PF,25,54,1270,16.1,0.515,0.152,0.34600000000000003,5.4,20.2,12.7,7.5,1.5,3.5,7.8,21.4,0.4,1.9,2.3,0.086,-1.0,0.4,-0.6,0.5,0
290,Terrence Jones,PF,25,51,1264,16.2,0.518,0.153,0.348,5.4,20.0,12.6,7.5,1.5,3.4,7.8,21.4,0.5,1.8,2.3,0.08800000000000001,-0.9,0.4,-0.5,0.5,0
291,Terrence Jones,PF,25,3,6,1.5,0.0,0.0,0.0,0.0,57.6,29.1,0.0,8.5,14.7,0.0,22.8,-0.1,0.0,0.0,-0.312,-13.4,2.9,-10.6,0.0,0
292,Tyus Jones,PG,20,60,774,13.8,0.523,0.40299999999999997,0.23800000000000002,1.5,8.7,5.0,28.0,3.1,0.6,16.0,13.6,1.0,0.6,1.5,0.096,-0.6,0.7,0.2,0.4,0
293,DeAndre Jordan,C,28,81,2570,21.8,0.6729999999999999,0.003,0.737,13.3,34.6,24.2,5.7,1.0,4.3,13.1,15.3,7.2,4.6,11.8,0.221,2.5,0.9,3.3,3.5,0
294,Cory Joseph,PG,25,80,2003,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20.0,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.08199999999999999,-0.9,-0.4,-1.3,0.4,0
295,Frank Kaminsky,C,23,75,1954,13.0,0.502,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8.0,21.8,0.4,1.9,2.3,0.055999999999999994,-0.5,-0.6,-1.2,0.4,0
296,Enes Kanter,C,24,72,1533,23.7,0.599,0.052000000000000005,0.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,4.0,1.8,5.8,0.183,3.0,-1.3,1.7,1.4,0
297,Ryan Kelly,PF,25,16,110,7.8,0.408,0.35700000000000004,0.214,1.0,16.7,9.0,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.028999999999999998,-4.6,1.4,-3.1,0.0,0
298,Michael Kidd-Gilchrist,SF,23,81,2349,14.3,0.528,0.015,0.314,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,2.7,3.1,5.8,0.11900000000000001,-1.6,0.9,-0.7,0.7,0
299,Sean Kilpatrick,SG,27,70,1754,13.1,0.546,0.419,0.32899999999999996,1.3,15.4,8.4,14.6,1.2,0.3,13.8,23.8,0.4,1.1,1.4,0.04,-0.9,-1.4,-2.3,-0.1,0
300,Brandon Knight,SG,25,54,1140,12.4,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25.0,0.1,0.2,0.3,0.015,-0.8,-2.1,-2.8,-0.2,0
301,Kyle Korver,SG,35,67,1753,12.1,0.635,0.6970000000000001,0.08199999999999999,0.5,11.0,5.8,9.4,1.0,1.0,11.5,15.2,2.3,1.3,3.7,0.1,0.5,-0.5,0.0,0.9,0
302,Kyle Korver,SG,35,32,894,10.8,0.591,0.6459999999999999,0.11,0.0,10.8,5.5,12.6,1.3,1.2,13.4,14.5,0.7,1.0,1.6,0.08800000000000001,-0.9,0.6,-0.4,0.4,0
303,Kyle Korver,SG,35,35,859,13.5,0.677,0.743,0.055999999999999994,0.9,11.2,6.2,6.1,0.6,0.8,9.5,15.8,1.6,0.4,2.0,0.114,1.9,-1.6,0.3,0.5,0
304,Kosta Koufos,C,27,71,1419,13.8,0.56,0.003,0.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.08900000000000001,-2.1,-0.4,-2.5,-0.2,0
305,Mindaugas Kuzminskas,SF,27,68,1016,12.4,0.5329999999999999,0.455,0.184,5.0,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.6,-1.4,-1.9,0.0,0
306,Skal Labissière,PF,20,33,612,16.8,0.5770000000000001,0.037000000000000005,0.33899999999999997,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-0.9,-1.4,-2.3,0.0,0
307,Jeremy Lamb,SG,24,62,1143,17.0,0.55,0.297,0.263,2.9,22.6,12.7,11.3,1.2,1.8,6.8,23.2,1.4,1.3,2.7,0.115,0.5,0.1,0.5,0.7,0
308,Nicolás Laprovíttola,PG,27,18,174,8.4,0.579,0.574,0.191,0.7,5.7,3.3,23.0,1.2,0.5,27.2,18.2,0.0,0.2,0.2,0.044000000000000004,-3.2,-0.8,-3.9,-0.1,0
309,Joffrey Lauvergne,PF-C,25,70,980,12.6,0.509,0.292,0.217,8.0,20.2,14.1,10.8,1.3,0.5,13.2,18.5,0.4,1.1,1.5,0.075,-1.5,-0.7,-2.2,-0.1,0
310,Joffrey Lauvergne,PF,25,50,739,12.9,0.531,0.32,0.23800000000000002,7.6,19.8,13.7,10.3,1.2,0.6,12.9,17.8,0.6,0.8,1.4,0.091,-1.0,-0.5,-1.6,0.1,0
311,Joffrey Lauvergne,C,25,20,241,11.6,0.451,0.217,0.163,9.3,21.2,15.2,12.2,1.5,0.0,14.0,20.7,-0.2,0.3,0.1,0.025,-2.9,-1.2,-4.1,-0.1,0
312,Zach LaVine,SG,21,47,1749,14.6,0.5760000000000001,0.4370000000000001,0.19699999999999998,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,2.6,0.4,3.0,0.08199999999999999,1.5,-1.4,0.1,0.9,0
313,Ty Lawson,PG,29,69,1732,15.4,0.551,0.226,0.41600000000000004,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,2.2,1.0,3.2,0.08800000000000001,-0.2,-0.8,-1.0,0.4,0
314,Jake Layman,SF,22,35,249,4.9,0.40399999999999997,0.573,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,-0.4,0.1,-0.3,-0.054000000000000006,-5.2,-1.2,-6.4,-0.3,0
315,Courtney Lee,SG,31,77,2459,12.2,0.5589999999999999,0.382,0.139,2.3,9.0,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.081,-0.7,-0.2,-0.9,0.7,0
316,David Lee,PF,33,79,1477,18.5,0.613,0.0,0.26899999999999996,11.7,21.9,16.9,13.0,1.1,2.2,14.9,16.9,3.2,2.5,5.7,0.18600000000000005,0.7,1.1,1.8,1.4,0
317,Alex Len,C,23,77,1560,15.0,0.5529999999999999,0.026000000000000002,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3.0,0.091,-2.4,0.1,-2.3,-0.1,0
318,Kawhi Leonard,SF,25,74,2474,27.6,0.61,0.295,0.406,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,8.9,4.7,13.6,0.264,7.1,2.2,9.4,7.1,1
319,Meyers Leonard,PF,24,74,1222,8.9,0.507,0.563,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,0.5,0.8,1.4,0.053,-2.6,-0.6,-3.3,-0.4,0
320,Jon Leuer,PF,27,75,1944,14.2,0.551,0.259,0.175,5.5,17.5,11.3,8.6,0.8,1.1,8.7,17.3,2.5,2.0,4.5,0.11199999999999999,-0.4,0.3,-0.1,1.0,0
321,Caris LeVert,SF,22,57,1237,12.3,0.556,0.484,0.245,2.0,13.9,8.0,13.7,1.9,0.5,12.3,16.6,0.8,1.0,1.8,0.07,-1.3,0.3,-1.1,0.3,0
322,DeAndre Liggins,SG,28,62,777,7.5,0.47600000000000003,0.324,0.282,2.9,12.2,7.7,9.2,3.0,1.5,20.8,11.6,-0.4,0.9,0.5,0.031,-4.5,2.4,-2.2,0.0,0
323,DeAndre Liggins,SG,28,61,752,7.2,0.473,0.331,0.272,2.6,11.9,7.4,9.5,3.0,1.5,21.6,11.5,-0.5,0.9,0.4,0.025,-4.6,2.4,-2.3,-0.1,0
324,DeAndre Liggins,SG,28,1,25,17.6,0.546,0.16699999999999998,0.5,13.3,19.5,16.3,0.0,4.2,0.0,0.0,13.8,0.1,0.0,0.1,0.19399999999999998,-1.3,2.4,1.0,0.0,0
325,Damian Lillard,PG,26,75,2694,24.1,0.586,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.4,0.185,6.1,-1.1,5.0,4.8,0
326,Jeremy Lin,PG,28,36,883,19.2,0.5660000000000001,0.39,0.353,1.3,14.7,8.1,35.5,2.3,1.2,15.7,26.6,1.3,0.8,2.1,0.11599999999999999,1.9,0.1,2.0,0.9,0
327,Shaun Livingston,PG,31,76,1345,10.1,0.568,0.009000000000000001,0.19,2.4,9.4,6.2,13.5,1.4,1.2,15.3,13.0,1.1,1.6,2.6,0.09300000000000001,-3.0,0.5,-2.5,-0.2,0
328,Shawn Long,C,24,18,234,24.1,0.595,0.174,0.321,19.3,20.8,20.0,10.7,1.9,3.1,9.5,25.4,0.6,0.3,0.9,0.195,2.3,-1.1,1.2,0.2,0
329,Kevon Looney,C,20,53,447,13.6,0.5529999999999999,0.084,0.318,11.5,18.5,15.2,8.5,1.6,3.0,12.2,13.4,0.7,0.8,1.4,0.155,-2.4,0.7,-1.7,0.0,0
330,Brook Lopez,C,28,75,2222,20.4,0.578,0.33,0.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,3.1,1.8,4.9,0.105,2.9,-0.6,2.3,2.4,0
331,Robin Lopez,C,28,81,2271,14.4,0.511,0.003,0.134,11.5,13.2,12.3,5.6,0.4,4.1,10.0,17.5,1.8,2.4,4.3,0.09,-1.4,-0.8,-2.2,-0.1,0
332,Kevin Love,PF,28,60,1885,21.1,0.573,0.449,0.34,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,4.0,2.4,6.4,0.163,3.3,-1.2,2.1,1.9,1
333,Kyle Lowry,PG,30,60,2244,22.9,0.623,0.51,0.39799999999999996,2.4,12.0,7.2,29.9,2.0,0.7,13.8,24.9,7.8,2.3,10.1,0.21600000000000005,5.8,0.4,6.1,4.6,1
334,John Lucas III,PG,34,5,11,9.1,0.25,0.25,0.0,0.0,0.0,0.0,12.5,9.2,0.0,0.0,16.1,0.0,0.0,0.0,-0.033,-4.0,7.1,3.1,0.0,0
335,Timothé Luwawu-Cabarrot,SF,21,69,1190,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,0.0,0.8,0.8,0.034,-3.9,-0.7,-4.6,-0.8,0
336,Trey Lyles,PF,21,71,1158,9.9,0.46399999999999997,0.465,0.18,4.9,18.1,11.7,9.5,1.2,1.4,11.9,21.7,-0.9,1.6,0.8,0.031,-2.2,0.0,-2.2,-0.1,0
337,Sheldon Mac,SG,24,30,287,10.1,0.518,0.4,0.36,1.6,11.7,6.7,7.0,1.4,0.6,5.4,14.0,0.3,0.2,0.5,0.076,-2.2,-0.1,-2.3,0.0,0
338,Shelvin Mack,PG,26,55,1205,10.9,0.518,0.315,0.20199999999999999,2.0,9.8,6.0,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054000000000000006,-2.5,0.2,-2.3,-0.1,0
339,Ian Mahinmi,C,30,31,555,14.1,0.601,0.0,0.6759999999999999,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14.0,0.5,0.9,1.4,0.12300000000000001,-3.0,1.6,-1.4,0.1,0
340,Thon Maker,C,19,57,562,14.0,0.5579999999999999,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2.0,0.0,0
341,Boban Marjanović,C,28,35,293,29.6,0.606,0.0,0.439,16.5,32.5,24.2,5.3,1.0,3.4,6.0,25.3,1.2,0.5,1.7,0.28,5.4,0.1,5.5,0.6,0
342,Jarell Martin,PF,22,42,558,8.7,0.47700000000000004,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,-0.2,0.8,0.6,0.054000000000000006,-5.3,-0.6,-5.8,-0.5,0
343,Wesley Matthews,SG,30,73,2495,11.9,0.5329999999999999,0.5660000000000001,0.21100000000000002,0.8,11.8,6.0,13.6,1.6,0.5,9.9,19.4,1.0,2.1,3.1,0.06,-0.8,0.0,-0.8,0.8,0
344,Luc Mbah a Moute,SF,30,80,1787,10.2,0.581,0.29100000000000004,0.23,2.8,7.7,5.3,3.1,2.3,1.6,10.0,11.6,1.3,1.8,3.1,0.084,-1.6,1.3,-0.2,0.8,0
345,James Michael McAdoo,PF,24,52,457,13.1,0.5429999999999999,0.068,0.359,8.7,12.9,10.9,5.2,1.9,5.0,12.3,14.6,0.3,0.8,1.1,0.11699999999999999,-2.7,0.9,-1.8,0.0,0
346,Patrick McCaw,SG,21,71,1074,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9.0,1.4,1.1,12.1,11.9,0.5,1.2,1.7,0.077,-2.4,0.1,-2.4,-0.1,0
347,CJ McCollum,SG,25,80,2796,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.4,-1.4,2.0,2.8,0
348,T.J. McConnell,PG,24,81,2133,13.7,0.504,0.107,0.17600000000000002,2.0,11.0,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2.0,1.0,-1.0,0.5,0
349,Chris McCullough,PF,21,16,80,15.2,0.526,0.21899999999999997,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,0.1,0.1,0.1,0.07200000000000001,-1.2,-2.4,-3.6,0.0,0
350,Chris McCullough,PF,21,14,72,16.8,0.541,0.19399999999999998,0.09699999999999999,13.4,11.6,12.5,4.9,0.7,2.1,5.8,20.4,0.1,0.0,0.1,0.098,-0.2,-2.8,-3.0,0.0,0
351,Chris McCullough,PF,21,2,8,1.1,0.266,1.0,2.0,0.0,28.1,14.1,0.0,6.2,0.0,34.7,15.7,0.0,0.0,0.0,-0.162,-9.9,0.8,-9.1,0.0,0
352,K.J. McDaniels,SF,23,49,505,11.5,0.555,0.391,0.225,3.2,14.1,8.7,4.0,1.8,2.8,13.5,18.1,0.0,0.5,0.5,0.051,-2.5,0.1,-2.3,0.0,0
353,K.J. McDaniels,SF,23,29,212,10.2,0.552,0.397,0.147,3.1,12.4,7.7,2.7,1.6,3.0,12.1,16.4,0.0,0.2,0.3,0.057999999999999996,-2.8,-0.2,-2.9,-0.1,0
354,K.J. McDaniels,SF,23,20,293,12.5,0.556,0.386,0.27699999999999997,3.3,15.3,9.4,4.9,1.9,2.6,14.4,19.3,0.0,0.3,0.3,0.046,-2.2,0.3,-1.9,0.0,0
355,Doug McDermott,SF,25,66,1508,10.7,0.5539999999999999,0.419,0.16899999999999998,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,1.6,1.0,2.6,0.083,-0.9,-1.4,-2.3,-0.1,0
356,Doug McDermott,SF,25,44,1078,11.3,0.555,0.402,0.18,1.4,11.7,6.5,6.5,0.5,0.3,7.4,17.6,1.1,0.8,1.9,0.084,-0.9,-1.2,-2.1,0.0,0
357,Doug McDermott,SF,25,22,430,9.3,0.551,0.46799999999999997,0.13699999999999998,1.5,11.1,6.3,4.4,0.2,0.2,4.4,13.6,0.5,0.2,0.7,0.08,-1.0,-1.7,-2.7,-0.1,0
358,JaVale McGee,C,29,77,739,25.2,0.642,0.009000000000000001,0.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,2.0,1.5,3.5,0.225,1.0,0.2,1.2,0.6,0
359,Rodney McGruder,SG,25,78,1966,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.07200000000000001,-1.8,-0.1,-1.9,0.0,0
360,Ben McLemore,SG,23,61,1176,9.8,0.5379999999999999,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.5,-1.7,-4.2,-0.6,0
361,Jordan McRae,SG,25,37,384,9.7,0.488,0.34,0.22699999999999998,1.8,9.7,5.9,7.4,1.0,1.3,7.8,20.8,-0.1,0.2,0.2,0.02,-2.6,-1.1,-3.7,-0.2,0
362,Josh McRoberts,PF,29,22,381,9.8,0.439,0.263,0.076,6.6,15.0,10.7,18.9,1.3,0.8,15.9,16.9,-0.1,0.4,0.3,0.036000000000000004,-1.9,0.2,-1.6,0.0,0
363,Jodie Meeks,SG,29,36,738,13.1,0.5670000000000001,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,1.1,0.073,-1.3,-0.4,-1.8,0.1,0
364,Salah Mejri,C,30,73,905,14.8,0.65,0.022000000000000002,0.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,1.3,1.7,3.0,0.159,-3.0,2.3,-0.7,0.3,0
365,Jordan Mickey,PF,22,25,141,9.8,0.473,0.028999999999999998,0.41200000000000003,10.4,16.4,13.4,7.1,1.1,3.5,18.3,15.5,-0.1,0.2,0.1,0.036000000000000004,-3.9,-0.8,-4.7,-0.1,0
366,Khris Middleton,SF,25,29,889,15.0,0.57,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,0.7,0.9,1.6,0.085,-0.4,0.1,-0.3,0.4,0
367,C.J. Miles,SF,29,76,1776,13.8,0.5920000000000001,0.632,0.14400000000000002,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,2.7,1.4,4.0,0.109,1.2,-0.7,0.5,1.1,0
368,Mike Miller,SF,36,20,151,7.6,0.586,0.87,0.087,1.5,26.1,13.9,18.3,0.6,0.0,35.2,10.4,0.0,0.1,0.1,0.018000000000000002,-2.0,0.5,-1.5,0.0,0
369,Patty Mills,PG,28,80,1754,15.2,0.578,0.5720000000000001,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,2.9,2.2,5.1,0.139,1.4,0.2,1.6,1.6,0
370,Elijah Millsap,SG,29,2,23,-3.4,0.19,0.28600000000000003,0.28600000000000003,13.8,14.6,14.2,5.6,0.0,0.0,20.2,18.0,-0.1,0.0,-0.1,-0.233,-12.0,-7.0,-19.0,-0.1,0
371,Paul Millsap,PF,31,69,2343,17.8,0.542,0.248,0.41700000000000004,5.3,19.5,12.5,17.9,1.9,2.3,12.1,24.4,2.6,3.8,6.4,0.132,0.8,1.3,2.1,2.4,1
372,Nikola Mirotić,PF,25,70,1679,14.5,0.546,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.6,10.5,19.8,1.2,2.5,3.8,0.107,0.2,0.5,0.7,1.1,0
373,Greg Monroe,C,26,81,1823,21.1,0.5720000000000001,0.006,0.32899999999999996,10.8,23.1,17.0,17.3,2.6,1.8,14.4,24.3,3.0,2.6,5.6,0.147,1.3,0.5,1.8,1.7,0
374,E'Twaun Moore,SG,27,73,1820,12.1,0.537,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,1.2,1.5,2.7,0.07,-1.7,0.1,-1.6,0.2,0
375,Marcus Morris,SF,27,79,2565,12.4,0.508,0.355,0.184,3.2,12.8,7.8,9.4,1.0,0.8,7.4,20.3,1.4,2.4,3.9,0.07200000000000001,-0.8,-0.3,-1.1,0.6,0
376,Markieff Morris,PF,27,76,2374,13.7,0.54,0.22,0.242,5.1,18.2,11.7,7.8,1.7,1.5,11.6,20.5,1.6,2.5,4.1,0.083,-1.4,-0.1,-1.5,0.3,0
377,Anthony Morrow,SG,31,49,714,10.1,0.505,0.528,0.147,1.9,2.9,2.4,5.2,1.7,0.2,2.2,16.4,0.7,0.5,1.2,0.083,-1.8,-0.5,-2.3,0.0,0
378,Anthony Morrow,SG,31,40,627,9.2,0.491,0.534,0.11699999999999999,1.9,3.2,2.6,4.5,1.7,0.3,2.5,16.3,0.4,0.4,0.9,0.069,-2.3,-0.5,-2.8,-0.1,0
379,Anthony Morrow,SG,31,9,87,16.0,0.606,0.483,0.379,1.2,1.2,1.2,10.4,1.2,0.0,0.0,17.0,0.3,0.0,0.3,0.19,1.7,-0.2,1.5,0.1,0
380,Donatas Motiejūnas,PF,26,34,479,9.1,0.47,0.341,0.355,5.7,16.6,11.1,9.7,1.8,1.9,16.3,17.6,-0.5,0.6,0.2,0.016,-4.5,0.3,-4.3,-0.3,0
381,Timofey Mozgov,C,30,54,1104,12.3,0.5529999999999999,0.003,0.23800000000000002,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,0.7,0.4,1.1,0.048,-2.9,-1.5,-4.3,-0.7,0
382,Emmanuel Mudiay,PG,20,55,1406,10.9,0.483,0.32299999999999995,0.303,2.3,11.6,7.0,21.8,1.4,0.7,16.5,22.6,-0.4,0.5,0.2,0.006,-1.6,-1.6,-3.2,-0.4,0
383,Shabazz Muhammad,SF,24,78,1516,14.9,0.5660000000000001,0.242,0.318,6.4,10.6,8.5,3.7,0.7,0.3,7.6,21.5,2.5,0.2,2.7,0.086,0.5,-2.9,-2.4,-0.1,0
384,Dejounte Murray,PG,20,38,322,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0.0,0.004,-4.2,-0.5,-4.8,-0.2,0
385,Jamal Murray,SG,19,82,1764,11.9,0.518,0.47100000000000003,0.16399999999999998,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,0.6,0.7,1.3,0.037000000000000005,-0.6,-1.4,-2.0,0.0,0
386,Mike Muscala,C,25,70,1237,14.4,0.596,0.326,0.19,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,1.8,1.6,3.4,0.132,-0.1,1.2,1.1,1.0,0
387,Larry Nance Jr.,PF,24,63,1442,15.7,0.5670000000000001,0.1,0.222,8.8,19.6,14.0,9.7,2.8,2.2,12.4,13.4,2.1,1.5,3.5,0.11800000000000001,-0.6,1.2,0.6,1.0,0
388,Shabazz Napier,PG,25,53,512,13.6,0.5329999999999999,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,0.06,-0.8,0.5,-0.4,0.2,0
389,Maurice Ndour,PF,24,32,331,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2.0,11.0,14.3,0.1,0.3,0.4,0.059000000000000004,-2.9,0.1,-2.8,-0.1,0
